ID,Manufacturing Site,First Line Designation,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Unit Price,Weight (Kilograms),Line Item Insurance (USD),Freight Cost (USD)
2662,"Aurobindo Unit III, India",No,60,486,2041.2,0.07,See ASN-57 (ID#:23),,See ASN-57 (ID#:23)
2680,"Aurobindo Unit III, India",Yes,240,906,19071.3,0.09,316,,3850.8
2681,"Aurobindo Unit III, India",Yes,60,38780,432009.2,0.19,3217,,14364.29
2683,"Aurobindo Unit III, India",No,60,4632,16906.8,0.06,See ASN-93 (ID#:1281),,See ASN-93 (ID#:1281)
2684,"Aurobindo Unit III, India",No,60,166,356.9,0.04,See ASN-93 (ID#:1281),,See ASN-93 (ID#:1281)
2685,"Aurobindo Unit III, India",Yes,30,60784,1018132,0.56,11179,,49824.57
2686,"Aurobindo Unit III, India",Yes,240,1000,5050,0.02,3822,,25124.12
2687,"Cipla, Goa, India",No,240,1000,2440,0.01,See ASN-272 (ID#:1282),,See ASN-272 (ID#:1282)
2705,"Pacific Biotech, Thailand",Yes,100,25,10000,4,60,,1498.02
2708,"Cipla, Goa, India",Yes,60,25000,187500,0.12,2336,300,21150.56
2721,"BMS Meymac, France",Yes,60,5408,68952,0.21,1072,,Freight Included in Commodity Cost
2733,"Pacific Biotech, Thailand",Yes,100,50,20000,4,120,,3004.62
2740,Chembio Diagnostics Sys. Inc.,Yes,20,10000,270000,1.35,3045,432,28118.58
2741,Chembio Diagnostics Sys. Inc.,Yes,20,11500,310500,1.35,3276,496.8,43664.71
2756,Chembio Diagnostics Sys. Inc.,Yes,20,8000,216000,1.35,2603,345.6,22838.29
2765,"Aurobindo Unit III, India",Yes,30,22500,277425,0.41,2895,443.88,18045.24
2766,"Aurobindo Unit III, India",No,240,500,950,0.01,See ASN-744 (ID#:1356),1.52,See ASN-744 (ID#:1356)
2767,"BMS Meymac, France",Yes,60,800,5600,0.12,161,8.96,2514.05
2785,ABBVIE (Abbott) Logis. UK,Yes,300,200,16440,0.27,340,26.3,2326.1
2794,"Standard Diagnostics, Korea",Yes,25,10000,200000,0.8,3336,320,27791.62
2795,"Standard Diagnostics, Korea",Yes,25,5000,100000,0.8,1456,160,14505.37
2796,Not Applicable,Yes,25,150,11250,3,Weight Captured Separately,18,Invoiced Separately
2808,"Aurobindo Unit III, India",Yes,60,35065,54350.75,0.03,2318,86.96,6755.81
2823,"Trinity Biotech, Plc",Yes,20,2220,71040,1.6,732,113.66,6524.19
2892,"BMS Meymac, France",Yes,30,140,3313.8,0.79,6,5.3,Freight Included in Commodity Cost
2921,GSK Mississauga (Canada),No,240,500,3630,0.03,Weight Captured Separately,5.81,Freight Included in Commodity Cost
2922,"Aspen-OSD, Port Elizabeth, SA",No,30,20,535.2,0.89,Weight Captured Separately,0.86,Freight Included in Commodity Cost
2923,"Aspen-OSD, Port Elizabeth, SA",No,30,10,443,1.48,Weight Captured Separately,0.71,Freight Included in Commodity Cost
2927,"Trinity Biotech, Plc",Yes,20,4500,144000,1.6,2300,230.4,38425.29
2947,"Aurobindo Unit III, India",Yes,60,400,600,0.02,83,0.96,2426.05
2960,"Trinity Biotech, Plc",Yes,100,2,278,1.39,Weight Captured Separately,0.44,Invoiced Separately
2965,"Trinity Biotech, Plc",Yes,100,4,556,1.39,Weight Captured Separately,0.89,Invoiced Separately
2993,"MSD Midrand, J'burg, SA",No,30,200,696,0.12,Weight Captured Separately,1.11,Freight Included in Commodity Cost
2994,"MSD Midrand, J'burg, SA",No,30,1200,23808,0.66,Weight Captured Separately,38.09,Freight Included in Commodity Cost
2995,"Aspen-OSD, Port Elizabeth, SA",No,30,30,1271.1,1.41,Weight Captured Separately,2.03,Freight Included in Commodity Cost
2996,ABBVIE (Abbott) Logis. UK,No,84,3,32.31,0.13,Weight Captured Separately,0.05,Freight Included in Commodity Cost
3007,"BMS Meymac, France",Yes,60,546,3822,0.12,108,6.12,Freight Included in Commodity Cost
3008,Chembio Diagnostics Sys. Inc.,Yes,20,9048,244296,1.35,2985,390.87,20635.3
3009,Inverness Japan,Yes,100,3000,239970,0.8,861,383.95,12770.05
3010,Inverness Japan,Yes,100,3199,255888.01,0.8,550,409.42,8213.59
3026,"BMS Meymac, France",Yes,30,400,8416,0.7,Weight Captured Separately,13.47,Freight Included in Commodity Cost
3037,Inverness Japan,Yes,100,805,62967.1,0.78,Weight Captured Separately,100.75,Freight Included in Commodity Cost
3039,Inverness Japan,Yes,100,4200,42,0,Weight Captured Separately,0.07,Invoiced Separately
3040,Inverness Japan,Yes,100,2000,143980,0.72,455,230.37,4113.16
3049,Inverness Japan,Yes,100,70,5039.3,0.72,16,8.06,515.48
3050,Inverness Japan,Yes,100,1116,78120,0.7,255,124.99,5303.05
3055,Inverness Japan,Yes,100,850,61191.5,0.72,194,97.91,2642.45
3080,"MSD Midrand, J'burg, SA",Yes,90,20,563,0.31,Weight Captured Separately,0.9,Freight Included in Commodity Cost
3081,"Cipla, Goa, India",No,30,2500,37500,0.5,Weight Captured Separately,60,Freight Included in Commodity Cost
3094,"Aurobindo Unit III, India",Yes,60,520,13000,0.42,137,20.8,5260.46
3096,"Strides, Bangalore, India.",Yes,60,2576,3889.76,0.03,121,6.22,2789.74
3097,"Strides, Bangalore, India.",Yes,60,2464,3720.64,0.03,114,5.95,2879.96
3152,Inverness Japan,Yes,100,100,7199,0.72,25,11.52,641.04
3153,Inverness Japan,Yes,100,100,1,0,Weight Captured Separately,0,Invoiced Separately
3154,Inverness Japan,Yes,100,100,7199,0.72,25,11.52,1038.39
3159,Chembio Diagnostics Sys. Inc.,Yes,20,81,3798.09,2.34,Weight Captured Separately,6.08,Freight Included in Commodity Cost
3191,ABBVIE (Abbott) Logis. UK,No,84,4,38.88,0.12,Weight Captured Separately,0.06,Freight Included in Commodity Cost
3192,"Cipla, Goa, India",No,60,150,3166.5,0.35,Weight Captured Separately,5.07,Freight Included in Commodity Cost
3193,"BMS Meymac, France",No,60,1350,6979.5,0.09,Weight Captured Separately,11.17,Freight Included in Commodity Cost
3202,Inverness Japan,Yes,100,1123,78610,0.7,257,154.08,2873.56
3245,"Trinity Biotech, Plc",Yes,20,9000,288000,1.6,3000,460.8,34902.96
3261,Mylan (formerly Matrix) Nashik,Yes,30,2016,24917.76,0.41,120,39.87,5921.97
3282,"Cipla, Goa, India",No,30,1000,16190,0.54,Weight Captured Separately,25.9,Freight Included in Commodity Cost
3292,Chembio Diagnostics Sys. Inc.,Yes,20,12315,332505,1.35,3508,532.01,29954.15
3294,"BMS Meymac, France",Yes,30,50,1183.5,0.79,2,1.89,330
3302,"Cipla, Goa, India",Yes,60,1440,10440,0.12,128,20.46,2147.61
3313,Inverness Japan,No,100,4500,45,0,See ASN-2641 (ID#:670),0.09,See ASN-2641 (ID#:670)
3354,"KHB Test Kit Facility, Shanghai China",Yes,1,6998,160954,23,4913,315.47,46117.09
3357,GSK Mississauga (Canada),Yes,200,60,360.6,0.03,Weight Captured Separately,0.58,Freight Included in Commodity Cost
3358,"BMS Meymac, France",No,60,130,644.8,0.08,Weight Captured Separately,1.03,Freight Included in Commodity Cost
3359,GSK Ware (UK),No,60,40,1337.2,0.56,Weight Captured Separately,2.14,Freight Included in Commodity Cost
3360,Inverness Japan,Yes,25,1,75,3,Weight Captured Separately,0.12,Invoiced Separately
3375,Ipca Dadra/Nagar Haveli IN,No,12,50000,19500,0.03,See ASN-2921 (ID#:719),38.22,See ASN-2921 (ID#:719)
3378,ABBVIE GmbH & Co.KG Wiesbaden,Yes,100,1000,80000,0.8,337,156.8,3499.18
3386,Inverness Japan,Yes,100,1000,71990,0.72,296,115.18,2648.82
3419,Bio-Rad Laboratories,Yes,40,862,65512,1.9,963,128.4,25080.52
3421,"MSD, Haarlem, NL",Yes,30,5900,297360,1.68,493,475.78,1727.2
3441,Inverness Japan,Yes,100,5500,395945,0.72,1624,776.05,12646.15
3456,"Aurobindo Unit III, India",Yes,60,6156,14774.4,0.04,1044,28.96,3854.23
3457,Inverness Japan,Yes,100,150,10800,0.72,46,21.17,2946.64
3470,"BMS Meymac, France",Yes,30,50,917,0.61,2,1.8,378
3479,"KHB Test Kit Facility, Shanghai China",Yes,1,3510,80730,23,2535,158.23,20083.74
3490,"BMS Meymac, France",No,60,1200,5772,0.08,Weight Captured Separately,11.31,Freight Included in Commodity Cost
3499,"Trinity Biotech, Plc",Yes,20,839,26848,1.6,284,52.62,3261.37
3507,Inverness Japan,Yes,100,5259,420720,0.8,1584,824.61,22775.45
3508,Inverness Japan,No,100,7,490,0.7,See ASN-3110 (ID#:2173),0.96,See ASN-3110 (ID#:2173)
3551,"Trinity Biotech, Plc",Yes,20,1062,33984,1.6,355,66.61,4457.29
3552,Inverness Japan,Yes,100,213,15336,0.72,64,30.06,1083.36
3615,Mylan (formerly Matrix) Nashik,Yes,60,336,2520,0.12,18,4.94,2525.73
3616,"Aurobindo Unit III, India",No,60,300,3345,0.19,See ASN-3561 (ID#:2297),6.56,See ASN-3561 (ID#:2297)
3674,Inverness Japan,Yes,100,386,27020,0.7,88,52.96,3936.25
3718,"BMS Meymac, France",No,60,80,560,0.12,See ASN-3675 (ID#:1046),1.1,See ASN-3675 (ID#:1046)
3719,ABBVIE Ludwigshafen Germany,Yes,120,1470,60417,0.34,362,118.42,2490.67
3735,"BMS Meymac, France",No,60,1000,3970,0.07,Weight Captured Separately,7.78,Freight Included in Commodity Cost
3736,"Aurobindo Unit III, India",No,60,3675,9371.25,0.04,Weight Captured Separately,18.37,Freight Included in Commodity Cost
3737,"Aurobindo Unit III, India",No,90,824,15515.92,0.21,Weight Captured Separately,30.41,Freight Included in Commodity Cost
3738,"Boehringer Ing., Koropi, GR",Yes,60,10560,163046.4,0.26,Weight Captured Separately,319.57,Freight Included in Commodity Cost
3739,GSK Cape Town Factory (South Africa),Yes,60,10000,56800,0.09,Weight Captured Separately,111.33,Freight Included in Commodity Cost
3743,"Boehringer Ing., Koropi, GR",No,60,1560,23649.6,0.25,Weight Captured Separately,46.35,Freight Included in Commodity Cost
3745,"MSD Midrand, J'burg, SA",Yes,30,360,849.6,0.08,Weight Captured Separately,1.67,4230.75
3746,"Aurobindo Unit III, India",Yes,200,3000,5970,0.01,Weight Captured Separately,11.7,Freight Included in Commodity Cost
3747,"Aurobindo Unit III, India",Yes,60,1977,23091.36,0.19,Weight Captured Separately,45.26,Freight Included in Commodity Cost
3748,"Aurobindo Unit III, India",Yes,30,282,4314.6,0.51,Weight Captured Separately,8.46,Freight Included in Commodity Cost
3749,"BI, Ingelheim, Germany",No,240,30,312.6,0.04,Weight Captured Separately,0.61,Freight Included in Commodity Cost
3751,"BMS Meymac, France",No,30,60,1095,0.61,Weight Captured Separately,2.15,Freight Included in Commodity Cost
3752,GSK Ware (UK),No,5,10,125.1,2.5,Weight Captured Separately,0.25,Freight Included in Commodity Cost
3753,Roche Basel,Yes,270,2,114.9,0.21,Weight Captured Separately,0.23,Freight Included in Commodity Cost
3754,ABBVIE (Abbott) Logis. UK,Yes,84,20,147,0.09,Weight Captured Separately,0.29,Freight Included in Commodity Cost
3763,GSK Ware (UK),Yes,5,334,4559.1,2.73,Weight Captured Separately,8.94,Freight Included in Commodity Cost
3767,"Aurobindo Unit III, India",Yes,30,3500,44170,0.42,Weight Captured Separately,86.57,Freight Included in Commodity Cost
3768,"Aurobindo Unit III, India",No,90,2000,43360,0.24,Weight Captured Separately,84.99,Freight Included in Commodity Cost
3769,ABBVIE Ludwigshafen Germany,Yes,120,1400,49532,0.29,Weight Captured Separately,97.08,Freight Included in Commodity Cost
3770,"BMS Meymac, France",No,60,1800,7110,0.07,Weight Captured Separately,13.94,Freight Included in Commodity Cost
3771,GSK Crawley,Yes,100,800,9888,0.12,Weight Captured Separately,19.38,Freight Included in Commodity Cost
3772,"Aurobindo Unit III, India",Yes,60,36,254.88,0.12,Weight Captured Separately,0.5,Freight Included in Commodity Cost
3781,"Pacific Biotech, Thailand",Yes,100,20,7000,3.5,48,13.72,684.42
3787,GSK Crawley,Yes,100,30,371.1,0.12,Weight Captured Separately,0.73,Freight Included in Commodity Cost
3808,Inverness Japan,Yes,100,7500,600000,0.8,2215,1176,17974.65
3828,Mylan (formerly Matrix) Nashik,Yes,60,54432,641753.28,0.2,7278,1257.84,61925.7
3839,Inverness Japan,Yes,100,180,12600,0.7,43,24.7,2760.11
3840,GSK Ware (UK),Yes,60,2048,109998.08,0.9,Weight Captured Separately,215.6,Freight Included in Commodity Cost
3846,"Cipla, Goa, India",Yes,60,35616,240408,0.11,3479,471.2,10048.1
3848,Mylan (formerly Matrix) Nashik,Yes,30,6552,42588,0.22,524,83.47,4453.71
3851,"Aurobindo Unit III, India",Yes,60,15960,23142,0.02,1815,45.36,9931.49
3852,"Aurobindo Unit III, India",No,60,3500,39025,0.19,See ASN-4419 (ID#:3851),76.49,See ASN-4419 (ID#:3851)
3870,"Pacific Biotech, Thailand",Yes,100,1,350,3.5,3,0.69,597.43
3880,"BMS Meymac, France",Yes,60,120,840,0.12,Weight Captured Separately,1.65,Freight Included in Commodity Cost
3894,"Boehringer Ing., Koropi, GR",Yes,60,360,7041.6,0.33,Weight Captured Separately,13.8,Freight Included in Commodity Cost
3895,"BMS Meymac, France",No,30,40,678.8,0.57,Weight Captured Separately,1.33,Freight Included in Commodity Cost
3896,GSK Ware (UK),No,60,200,3136,0.26,Weight Captured Separately,6.15,Freight Included in Commodity Cost
3897,"Aurobindo Unit III, India",No,240,30,328.2,0.05,Weight Captured Separately,0.64,Freight Included in Commodity Cost
3898,Roche Basel,No,270,30,2298,0.28,Weight Captured Separately,4.5,Freight Included in Commodity Cost
3899,"Aspen-OSD, Port Elizabeth, SA",Yes,30,300,7440,0.83,Weight Captured Separately,14.58,Freight Included in Commodity Cost
3926,"OMEGA Diagnostics, UK",Yes,25,44,1375,1.25,15,,633.73
3955,"Aurobindo Unit III, India",Yes,60,5080,55880,0.18,1172,,5595.44
3956,Roche Madrid,Yes,270,200,32688,0.61,54,,13981.96
3970,Premier Med. Corp Ltd. India,Yes,30,2000,42000,0.7,600,,5714.31
3971,"Trinity Biotech, Plc",Yes,20,500,20000,2,173,,17928.53
3972,ABBVIE GmbH & Co.KG Wiesbaden,Yes,100,2500,200000,0.8,857354,,5157.65
3976,"Standard Diagnostics, Korea",Yes,25,400,8000,0.8,134,,963.73
3989,"Trinity Biotech, Plc",Yes,100,125,17375,1.39,78,,4702.79
3992,ABBVIE GmbH & Co.KG Wiesbaden,Yes,100,1500,120000,0.8,512,192,3906.29
4020,"Aurobindo Unit III, India",No,60,1500,41475,0.46,See ASN-737 (ID#:2765),66.36,See ASN-737 (ID#:2765)
4021,ABBVIE Ludwigshafen Germany,Yes,120,1000,82190,0.68,226,131.5,2923.46
4023,Inverness Japan,Yes,100,300,3,0,Weight Captured Separately,0,Invoiced Separately
4025,"BMS Meymac, France",Yes,60,1161,6548.04,0.09,Weight Captured Separately,10.48,Freight Included in Commodity Cost
4044,"Standard Diagnostics, Korea",Yes,25,10000,200000,0.8,3338,320,28466.06
4045,"Standard Diagnostics, Korea",Yes,25,10000,200000,0.8,3112,392,22856.02
4085,Inverness Japan,Yes,100,442,4.42,0,Weight Captured Separately,0.01,Invoiced Separately
4100,Chembio Diagnostics Sys. Inc.,Yes,20,250,6750,1.35,68,10.8,1711.86
4189,GSK Aranda,No,60,800,15408,0.32,Weight Captured Separately,24.65,Freight Included in Commodity Cost
4190,"BMS Meymac, France",Yes,60,800,4792,0.1,Weight Captured Separately,7.67,Freight Included in Commodity Cost
4192,"Trinity Biotech, Plc",No,20,2450,78400,1.6,See ASN-1028 (ID#:2927),125.44,See ASN-1028 (ID#:2927)
4193,"Cipla, Goa, India",Yes,60,38784,271488,0.12,4124,434.38,10500
4198,ABBVIE Ludwigshafen Germany,Yes,120,2000,164400,0.68,513,263.04,5866.31
4215,"Aurobindo Unit III, India",No,60,800,1400,0.03,See ASN-1231 (ID#:2947),2.24,See ASN-1231 (ID#:2947)
4257,"BI, Ingelheim, Germany",No,60,100,2318,0.39,Weight Captured Separately,3.71,Freight Included in Commodity Cost
4258,GSK Aranda,No,60,800,13960,0.29,Weight Captured Separately,22.34,Freight Included in Commodity Cost
4259,GSK Mississauga (Canada),No,240,300,2049,0.03,Weight Captured Separately,3.28,Freight Included in Commodity Cost
4283,ABBVIE Ludwigshafen Germany,Yes,60,180,1850.4,0.17,31,2.96,910.86
4290,"BMS Meymac, France",Yes,30,800,21720,0.9,Weight Captured Separately,34.75,Freight Included in Commodity Cost
4301,Inverness Japan,Yes,100,4300,309557,0.72,979,495.29,8690.26
4302,Bio-Rad Laboratories,Yes,40,476,36176,1.9,522,57.88,6924.83
4303,"Trinity Biotech, Plc",Yes,20,3150,100800,1.6,1080,161.28,15987.05
4311,Inverness Japan,Yes,100,1116,78120,0.7,256,124.99,4014.57
4312,"Trinity Biotech, Plc",Yes,20,1062,33984,1.6,362,54.37,4717.51
4321,Inverness Japan,Yes,100,200,2,0,Weight Captured Separately,0,Invoiced Separately
4331,Not Applicable,Yes,40,500,39500,1.98,Weight Captured Separately,63.2,Freight Included in Commodity Cost
4333,Inverness Japan,Yes,100,142,1.42,0,Weight Captured Separately,0,Invoiced Separately
4347,GSK Mississauga (Canada),No,240,1000,6410,0.03,Weight Captured Separately,10.26,Freight Included in Commodity Cost
4367,"Aurobindo Unit III, India",No,60,408,3162,0.13,See ASN-2023 (ID#:3094),5.06,See ASN-2023 (ID#:3094)
4368,"Cipla, Goa, India",Yes,60,10420,77108,0.12,1000,123.37,7526.06
4369,"Cipla, Goa, India",Yes,60,9600,71040,0.12,920,113.66,7265.05
4372,ABBVIE Ludwigshafen Germany,Yes,120,1520,124944,0.68,385,199.91,4393.32
4373,ABBVIE Ludwigshafen Germany,Yes,120,800,65760,0.68,208,105.22,3449.4
4432,Inverness Japan,Yes,100,30,2550,0.85,Weight Captured Separately,4.08,Freight Included in Commodity Cost
4456,"Cipla, Goa, India",Yes,60,15360,113664,0.12,1360,181.86,5412.14
4457,"Aurobindo Unit III, India",Yes,60,2180,6997.8,0.05,242,11.2,5881.57
4458,"Aurobindo Unit III, India",Yes,60,2016,18648,0.15,185,29.84,5551.97
4459,"BMS Meymac, France",Yes,60,400,2800,0.12,81,4.48,2035.66
4460,Mylan (formerly Matrix) Nashik,No,30,10080,103219.2,0.34,See ASN-2336 (ID#:530),165.15,See ASN-2336 (ID#:530)
4461,"BMS Meymac, France",No,60,4,52.96,0.22,Weight Captured Separately,0.08,Freight Included in Commodity Cost
4470,Inverness Japan,Yes,100,2059,144130,0.7,470,230.61,3684.28
4531,"Aspen-OSD, Port Elizabeth, SA",No,30,400,9536,0.79,Weight Captured Separately,15.26,Freight Included in Commodity Cost
4534,"Trinity Biotech, Plc",Yes,20,5900,188800,1.6,1989,370.05,19569.48
4567,"BMS Meymac, France",Yes,30,2597,61470.99,0.79,Weight Captured Separately,120.48,Freight Included in Commodity Cost
4593,Inverness Japan,No,100,3000,215970,0.72,See ASN-2448 (ID#:1939),345.55,See ASN-2448 (ID#:1939)
4594,"Trinity Biotech, Plc",Yes,20,1062,33984,1.6,1062,54.37,3976.33
4611,"Trinity Biotech, Plc",Yes,20,5,160,1.6,3,0.26,1225.17
4615,Inverness Japan,Yes,100,8,560,0.7,5406,0.9,559.95
4635,"Aurobindo Unit III, India",Yes,60,1848,5359.2,0.05,327,8.57,3171.36
4646,BUNDI INTERNATIONAL DIAGNOSTICS LTD,Yes,1,1369,51337.5,37.5,Weight Captured Separately,100.62,Freight Included in Commodity Cost
4647,"KHB Test Kit Facility, Shanghai China",Yes,1,7002,161046,23,4922,315.65,46117.09
4648,"KHB Test Kit Facility, Shanghai China",Yes,1,7002,161046,23,5057,315.65,44360.44
4649,"KHB Test Kit Facility, Shanghai China",Yes,1,7002,161046,23,5057,257.67,44347.71
4650,Inverness Japan,Yes,100,7690,76.9,0,2278,0.15,23743.01
4709,"Cipla, Goa, India",Yes,60,18560,168896,0.15,1698,331.04,16414.22
4722,"Trinity Biotech, Plc",Yes,20,650,20800,1.6,220,33.28,7078.9
4794,"BMS Meymac, France",Yes,60,545,3815,0.12,Weight Captured Separately,7.48,Freight Included in Commodity Cost
4798,"MSD Midrand, J'burg, SA",No,30,200,592,0.1,Weight Captured Separately,1.16,Freight Included in Commodity Cost
4804,"Trinity Biotech, Plc",Yes,20,1678,53696,1.6,554,105.24,4810.99
4818,Inverness Japan,Yes,100,10000,80000,0.08,400,156.8,4856.14
4824,"MSD, Haarlem, NL",Yes,30,24963,1258135.2,1.68,2462,2465.94,3451.41
4854,Inverness Japan,Yes,100,351,25272,0.72,60,49.53,1097.78
4921,"Aurobindo Unit III, India",No,60,5200,15080,0.05,See ASN-3562 (ID#:960),29.56,See ASN-3562 (ID#:960)
4929,"Standard Diagnostics, Korea",Yes,25,300,6000,0.8,94,11.76,1205.43
4947,INVERNESS ORGENICS LINE,Yes,36,80,6800,2.36,33,13.33,812
4949,ABBVIE Ludwigshafen Germany,Yes,120,10680,438948,0.34,2724,860.34,12620.12
5032,"Aurobindo Unit III, India",No,30,7000,113050,0.54,Weight Captured Separately,221.58,Freight Included in Commodity Cost
5033,"Aurobindo Unit III, India",No,60,983,4875.68,0.08,Weight Captured Separately,9.56,Freight Included in Commodity Cost
5034,"Aurobindo Unit III, India",No,60,1325,3339,0.04,Weight Captured Separately,6.54,Freight Included in Commodity Cost
5035,"Boehringer Ing., Koropi, GR",No,60,2880,44812.8,0.26,Weight Captured Separately,87.83,Freight Included in Commodity Cost
5036,"Aurobindo Unit III, India",Yes,60,6800,82620,0.2,Weight Captured Separately,161.94,Freight Included in Commodity Cost
5037,"Cipla, Goa, India",Yes,30,3414,49810.26,0.49,Weight Captured Separately,97.63,Freight Included in Commodity Cost
5041,GSK Aranda,No,60,5000,62750,0.21,Weight Captured Separately,122.99,Freight Included in Commodity Cost
5042,"Aurobindo Unit III, India",No,30,6215,102609.65,0.55,Weight Captured Separately,201.11,Freight Included in Commodity Cost
5043,"MSD Midrand, J'burg, SA",No,30,3000,7470,0.08,Weight Captured Separately,14.64,Freight Included in Commodity Cost
5044,"Aurobindo Unit III, India",No,30,500,1530,0.1,Weight Captured Separately,3,Freight Included in Commodity Cost
5045,"Cipla, Goa, India",No,30,1200,14532,0.4,Weight Captured Separately,28.48,Freight Included in Commodity Cost
5046,"Aspen-OSD, Port Elizabeth, SA",No,30,500,8820,0.59,Weight Captured Separately,17.29,Freight Included in Commodity Cost
5047,"Aspen-OSD, Port Elizabeth, SA",No,30,80,2336,0.97,Weight Captured Separately,4.58,Freight Included in Commodity Cost
5048,ABBVIE (Abbott) France,Yes,90,1,5.97,0.07,Weight Captured Separately,0.01,Freight Included in Commodity Cost
5049,GSK Aranda,Yes,60,500,6555,0.22,Weight Captured Separately,12.85,1521.4
5050,"BMS Meymac, France",Yes,60,300,1179,0.07,Weight Captured Separately,2.31,Freight Included in Commodity Cost
5051,"MSD Midrand, J'burg, SA",No,30,80,188.8,0.08,Weight Captured Separately,0.37,Freight Included in Commodity Cost
5052,Roche Basel,No,270,28,1578.92,0.21,Weight Captured Separately,3.09,Freight Included in Commodity Cost
5053,"MSD Midrand, J'burg, SA",No,90,30,829.5,0.31,Weight Captured Separately,1.63,Freight Included in Commodity Cost
